word_or_phrase,definition,etymology,english_cognates,related_words,language
circulation,[To be translated],Found 2 times across documents,,,french
puissant,[To be translated],Found 2 times across documents,,,french
bord,[To be translated],Found 2 times across documents,,,french
attraper,[To be translated],Found 2 times across documents,,,french
voleur,[To be translated],Found 2 times across documents,,,french
portable,[To be translated],Found 2 times across documents,,,french
paraguay,[To be translated],Found 2 times across documents,,,french
membres,[To be translated],Found 2 times across documents,,,french
différent,[To be translated],Found 2 times across documents,,,french
rémunération,[To be translated],Found 2 times across documents,,,french
rejoignent,[To be translated],Found 2 times across documents,,,french
symboliquement,[To be translated],Found 2 times across documents,,,french
rattache,[To be translated],Found 2 times across documents,,,french
attribuant,[To be translated],Found 2 times across documents,,,french
attribuez,[To be translated],Found 2 times across documents,,,french
élevant,[To be translated],Found 2 times across documents,,,french
cœxistent,[To be translated],Found 2 times across documents,,,french
distinguer,[To be translated],Found 2 times across documents,,,french
positive,[To be translated],Found 2 times across documents,,,french
loué,[To be translated],Found 2 times across documents,,,french
savait,[To be translated],Found 2 times across documents,,,french
pleines,[To be translated],Found 2 times across documents,,,french
bague,[To be translated],Found 2 times across documents,,,french
méta,[To be translated],Found 2 times across documents,,,french
pencher,[To be translated],Found 2 times across documents,,,french
incliner,[To be translated],Found 2 times across documents,,,french
suspendu,[To be translated],Found 2 times across documents,,,french
inclinaison,[To be translated],Found 2 times across documents,,,french
bloquée,[To be translated],Found 2 times across documents,,,french
conseil,[To be translated],Found 2 times across documents,,,french
positif,[To be translated],Found 2 times across documents,,,french
conseiller,[To be translated],Found 2 times across documents,,,french
recommandation,[To be translated],Found 2 times across documents,,,french
marque,[To be translated],Found 2 times across documents,,,french
précaution,[To be translated],Found 2 times across documents,,,french
passionnée,[To be translated],Found 2 times across documents,,,french
fortement,[To be translated],Found 2 times across documents,,,french
intéressée,[To be translated],Found 2 times across documents,,,french
frapper,[To be translated],Found 2 times across documents,,,french
atteint,[To be translated],Found 2 times across documents,,,french
intellectuelle,[To be translated],Found 2 times across documents,,,french
attachement,[To be translated],Found 2 times across documents,,,french
phénomènes,[To be translated],Found 2 times across documents,,,french
lier,[To be translated],Found 2 times across documents,,,french
closely,[To be translated],Found 2 times across documents,,,french
envol,[To be translated],Found 2 times across documents,,,french
oiseau,[To be translated],Found 2 times across documents,,,french
apogée,[To be translated],Found 2 times across documents,,,french
spend,[To be translated],Found 2 times across documents,,,french
feedback,[To be translated],Found 2 times across documents,,,french
coutume,[To be translated],Found 2 times across documents,,,french
faisaient,[To be translated],Found 2 times across documents,,,french
sorte,[To be translated],Found 2 times across documents,,,french
boissons,[To be translated],Found 2 times across documents,,,french
saviez,[To be translated],Found 2 times across documents,,,french
interjection,[To be translated],Found 2 times across documents,,,french
tchin,[To be translated],Found 2 times across documents,,,french
qing,[To be translated],Found 2 times across documents,,,french
éclairage,[To be translated],Found 2 times across documents,,,french
convivialité,[To be translated],Found 2 times across documents,,,french
forts,[To be translated],Found 2 times across documents,,,french
robot,[To be translated],Found 2 times across documents,,,french
web,[To be translated],Found 2 times across documents,,,french
remarquer,[To be translated],Found 2 times across documents,,,french
maths,[To be translated],Found 2 times across documents,,,french
suivent,[To be translated],Found 2 times across documents,,,french
deviner,[To be translated],Found 2 times across documents,,,french
lues,[To be translated],Found 2 times across documents,,,french
brillant,[To be translated],Found 2 times across documents,,,french
dirait,[To be translated],Found 2 times across documents,,,french
magie,[To be translated],Found 2 times across documents,,,french
parlons,[To be translated],Found 2 times across documents,,,french
empiler,[To be translated],Found 2 times across documents,,,french
entières,[To be translated],Found 2 times across documents,,,french
détaillée,[To be translated],Found 2 times across documents,,,french
saisir,[To be translated],Found 2 times across documents,,,french
puzzles,[To be translated],Found 2 times across documents,,,french
compliqués,[To be translated],Found 2 times across documents,,,french
précision,[To be translated],Found 2 times across documents,,,french
clairement,[To be translated],Found 2 times across documents,,,french
stables,[To be translated],Found 2 times across documents,,,french
lettres,[To be translated],Found 2 times across documents,,,french
suppositions,[To be translated],Found 2 times across documents,,,french
convient,[To be translated],Found 2 times across documents,,,french
garées,[To be translated],Found 2 times across documents,,,french
rapides,[To be translated],Found 2 times across documents,,,french
casiers,[To be translated],Found 2 times across documents,,,french
lampe,[To be translated],Found 2 times across documents,,,french
ombres,[To be translated],Found 2 times across documents,,,french
côtés,[To be translated],Found 2 times across documents,,,french
trace,[To be translated],Found 2 times across documents,,,french
angles,[To be translated],Found 2 times across documents,,,french
énorme,[To be translated],Found 2 times across documents,,,french
création,[To be translated],Found 2 times across documents,,,french
latérale,[To be translated],Found 2 times across documents,,,french
résonance,[To be translated],Found 2 times across documents,,,french
existence,[To be translated],Found 2 times across documents,,,french
repassage,[To be translated],Found 2 times across documents,,,french
bâtiments,[To be translated],Found 2 times across documents,,,french
maisons,[To be translated],Found 2 times across documents,,,french
lavait,[To be translated],Found 2 times across documents,,,french
faciliter,[To be translated],Found 2 times across documents,,,french
produite,[To be translated],Found 2 times across documents,,,french
laver,[To be translated],Found 2 times across documents,,,french
laundry,[To be translated],Found 2 times across documents,,,french
étape,[To be translated],Found 2 times across documents,,,french
manhattan,[To be translated],Found 2 times across documents,,,french
pot,[To be translated],Found 2 times across documents,,,french
thick,[To be translated],Found 2 times across documents,,,french
prof,[To be translated],Found 2 times across documents,,,french
orlando,[To be translated],Found 2 times across documents,,,french
ordres,[To be translated],Found 2 times across documents,,,french
sheep,[To be translated],Found 2 times across documents,,,french
marin,[To be translated],Found 2 times across documents,,,french
décapode,[To be translated],Found 2 times across documents,,,french
gastronomie,[To be translated],Found 2 times across documents,,,french
raffinés,[To be translated],Found 2 times across documents,,,french
eaux,[To be translated],Found 2 times across documents,,,french
néerlandais,[To be translated],Found 2 times across documents,,,french
crustacés,[To be translated],Found 2 times across documents,,,french
appartient,[To be translated],Found 2 times across documents,,,french
évoquant,[To be translated],Found 2 times across documents,,,french
délicate,[To be translated],Found 2 times across documents,,,french
luxueux,[To be translated],Found 2 times across documents,,,french
viendrai,[To be translated],Found 2 times across documents,,,french
would,[To be translated],Found 2 times across documents,,,french
sorti,[To be translated],Found 2 times across documents,,,french
subjectives,[To be translated],Found 2 times across documents,,,french
hypothétiques,[To be translated],Found 2 times across documents,,,french
futurs,[To be translated],Found 2 times across documents,,,french
constructions,[To be translated],Found 2 times across documents,,,french
indicatif,[To be translated],Found 2 times across documents,,,french
ien,[To be translated],Found 2 times across documents,,,french
ouvrier,[To be translated],Found 2 times across documents,,,french
patron,[To be translated],Found 2 times across documents,,,french
boisson,[To be translated],Found 2 times across documents,,,french
age,[To be translated],Found 2 times across documents,,,french
ade,[To be translated],Found 2 times across documents,,,french
promenade,[To be translated],Found 2 times across documents,,,french
ance,[To be translated],Found 2 times across documents,,,french
ence,[To be translated],Found 2 times across documents,,,french
peau,[To be translated],Found 2 times across documents,,,french
billet,[To be translated],Found 2 times across documents,,,french
enthousiasme,[To be translated],Found 2 times across documents,,,french
cousin,[To be translated],Found 2 times across documents,,,french
surprise,[To be translated],Found 2 times across documents,,,french
automne,[To be translated],Found 2 times across documents,,,french
sapin,[To be translated],Found 2 times across documents,,,french
chêne,[To be translated],Found 2 times across documents,,,french
actuelle,[To be translated],Found 2 times across documents,,,french
ferai,[To be translated],Found 2 times across documents,,,french
littéraires,[To be translated],Found 2 times across documents,,,french
simultanée,[To be translated],Found 2 times across documents,,,french
fis,[To be translated],Found 2 times across documents,,,french
feront,[To be translated],Found 2 times across documents,,,french
eût,[To be translated],Found 2 times across documents,,,french
allais,[To be translated],Found 2 times across documents,,,french
allait,[To be translated],Found 2 times across documents,,,french
allions,[To be translated],Found 2 times across documents,,,french
alliez,[To be translated],Found 2 times across documents,,,french
iront,[To be translated],Found 2 times across documents,,,french
pouvais,[To be translated],Found 2 times across documents,,,french
pus,[To be translated],Found 2 times across documents,,,french
pourriez,[To be translated],Found 2 times across documents,,,french
voulions,[To be translated],Found 2 times across documents,,,french
vouliez,[To be translated],Found 2 times across documents,,,french
voulus,[To be translated],Found 2 times across documents,,,french
sus,[To be translated],Found 2 times across documents,,,french
saurais,[To be translated],Found 2 times across documents,,,french
voyais,[To be translated],Found 2 times across documents,,,french
voyait,[To be translated],Found 2 times across documents,,,french
voyions,[To be translated],Found 2 times across documents,,,french
voyiez,[To be translated],Found 2 times across documents,,,french
verrais,[To be translated],Found 2 times across documents,,,french
voies,[To be translated],Found 2 times across documents,,,french
venais,[To be translated],Found 2 times across documents,,,french
venions,[To be translated],Found 2 times across documents,,,french
veniez,[To be translated],Found 2 times across documents,,,french
viendrais,[To be translated],Found 2 times across documents,,,french
devais,[To be translated],Found 2 times across documents,,,french
devait,[To be translated],Found 2 times across documents,,,french
devions,[To be translated],Found 2 times across documents,,,french
deviez,[To be translated],Found 2 times across documents,,,french
doive,[To be translated],Found 2 times across documents,,,french
prenais,[To be translated],Found 2 times across documents,,,french
prenions,[To be translated],Found 2 times across documents,,,french
preniez,[To be translated],Found 2 times across documents,,,french
prendrais,[To be translated],Found 2 times across documents,,,french
prenne,[To be translated],Found 2 times across documents,,,french
disais,[To be translated],Found 2 times across documents,,,french
disions,[To be translated],Found 2 times across documents,,,french
disiez,[To be translated],Found 2 times across documents,,,french
dira,[To be translated],Found 2 times across documents,,,french
dirais,[To be translated],Found 2 times across documents,,,french
dise,[To be translated],Found 2 times across documents,,,french
mettais,[To be translated],Found 2 times across documents,,,french
mettions,[To be translated],Found 2 times across documents,,,french
mettiez,[To be translated],Found 2 times across documents,,,french
mettrais,[To be translated],Found 2 times across documents,,,french
mette,[To be translated],Found 2 times across documents,,,french
tenais,[To be translated],Found 2 times across documents,,,french
tenions,[To be translated],Found 2 times across documents,,,french
teniez,[To be translated],Found 2 times across documents,,,french
tins,[To be translated],Found 2 times across documents,,,french
tiendrais,[To be translated],Found 2 times across documents,,,french
tienne,[To be translated],Found 2 times across documents,,,french
comprenais,[To be translated],Found 2 times across documents,,,french
comprenions,[To be translated],Found 2 times across documents,,,french
compreniez,[To be translated],Found 2 times across documents,,,french
comprendrais,[To be translated],Found 2 times across documents,,,french
comprenne,[To be translated],Found 2 times across documents,,,french
connaissais,[To be translated],Found 2 times across documents,,,french
connaissions,[To be translated],Found 2 times across documents,,,french
connaissiez,[To be translated],Found 2 times across documents,,,french
connaîtrais,[To be translated],Found 2 times across documents,,,french
connaisse,[To be translated],Found 2 times across documents,,,french
lisais,[To be translated],Found 2 times across documents,,,french
lisions,[To be translated],Found 2 times across documents,,,french
lisiez,[To be translated],Found 2 times across documents,,,french
lus,[To be translated],Found 2 times across documents,,,french
liras,[To be translated],Found 2 times across documents,,,french
lirais,[To be translated],Found 2 times across documents,,,french
lise,[To be translated],Found 2 times across documents,,,french
écrivais,[To be translated],Found 2 times across documents,,,french
écrivions,[To be translated],Found 2 times across documents,,,french
écriviez,[To be translated],Found 2 times across documents,,,french
écrivis,[To be translated],Found 2 times across documents,,,french
écrirais,[To be translated],Found 2 times across documents,,,french
écrive,[To be translated],Found 2 times across documents,,,french
recevais,[To be translated],Found 2 times across documents,,,french
recevions,[To be translated],Found 2 times across documents,,,french
receviez,[To be translated],Found 2 times across documents,,,french
recevaient,[To be translated],Found 2 times across documents,,,french
reçus,[To be translated],Found 2 times across documents,,,french
recevrais,[To be translated],Found 2 times across documents,,,french
reçoive,[To be translated],Found 2 times across documents,,,french
croyions,[To be translated],Found 2 times across documents,,,french
croyiez,[To be translated],Found 2 times across documents,,,french
crus,[To be translated],Found 2 times across documents,,,french
croirais,[To be translated],Found 2 times across documents,,,french
croie,[To be translated],Found 2 times across documents,,,french
fashion,[To be translated],Found 2 times across documents,,,french
mépriser,[To be translated],Found 2 times across documents,,,french
dédain,[To be translated],Found 2 times across documents,,,french
considère,[To be translated],Found 2 times across documents,,,french
employée,[To be translated],Found 2 times across documents,,,french
hautain,[To be translated],Found 2 times across documents,,,french
disappointed,[To be translated],Found 2 times across documents,,,french
décevant,[To be translated],Found 2 times across documents,,,french
partagée,[To be translated],Found 2 times across documents,,,french
angleterre,[To be translated],Found 2 times across documents,,,french
siècles,[To be translated],Found 2 times across documents,,,french
métrique,[To be translated],Found 2 times across documents,,,french
décret,[To be translated],Found 2 times across documents,,,french
unesco,[To be translated],Found 2 times across documents,,,french
popularisé,[To be translated],Found 2 times across documents,,,french
essentiel,[To be translated],Found 2 times across documents,,,french
médiévale,[To be translated],Found 2 times across documents,,,french
manoir,[To be translated],Found 2 times across documents,,,french
val,[To be translated],Found 2 times across documents,,,french
régionales,[To be translated],Found 2 times across documents,,,french
parlées,[To be translated],Found 2 times across documents,,,french
basque,[To be translated],Found 2 times across documents,,,french
corse,[To be translated],Found 2 times across documents,,,french
belges,[To be translated],Found 2 times across documents,,,french
suisses,[To be translated],Found 2 times across documents,,,french
quant,[To be translated],Found 2 times across documents,,,french
parisiennes,[To be translated],Found 2 times across documents,,,french
boulanger,[To be translated],Found 2 times across documents,,,french
véritable,[To be translated],Found 2 times across documents,,,french
variétés,[To be translated],Found 2 times across documents,,,french
président,[To be translated],Found 2 times across documents,,,french
bouquinistes,[To be translated],Found 2 times across documents,,,french
occasion,[To be translated],Found 2 times across documents,,,french
régions,[To be translated],Found 2 times across documents,,,french
surnom,[To be translated],Found 2 times across documents,,,french
imaginaire,[To be translated],Found 2 times across documents,,,french
collectif,[To be translated],Found 2 times across documents,,,french
cordes,[To be translated],Found 2 times across documents,,,french
abordé,[To be translated],Found 2 times across documents,,,french
eiffel,[To be translated],Found 2 times across documents,,,french
écrivains,[To be translated],Found 2 times across documents,,,french
guy,[To be translated],Found 2 times across documents,,,french
michelin,[To be translated],Found 2 times across documents,,,french
hôtels,[To be translated],Found 2 times across documents,,,french
regorge,[To be translated],Found 2 times across documents,,,french
cimetières,[To be translated],Found 2 times across documents,,,french
live,[To be translated],Found 2 times across documents,,,french
chars,[To be translated],Found 2 times across documents,,,french
costumes,[To be translated],Found 2 times across documents,,,french
fantômes,[To be translated],Found 2 times across documents,,,french
cérémonies,[To be translated],Found 2 times across documents,,,french
boys,[To be translated],Found 2 times across documents,,,french
sandwiches,[To be translated],Found 2 times across documents,,,french
bœuf,[To be translated],Found 2 times across documents,,,french
cocktail,[To be translated],Found 2 times across documents,,,french
pensent,[To be translated],Found 2 times across documents,,,french
colorés,[To be translated],Found 2 times across documents,,,french
balcons,[To be translated],Found 2 times across documents,,,french
tirée,[To be translated],Found 2 times across documents,,,french
collection,[To be translated],Found 2 times across documents,,,french
garden,[To be translated],Found 2 times across documents,,,french
lagniappe,[To be translated],Found 2 times across documents,,,french
beignets,[To be translated],Found 2 times across documents,,,french
chicorée,[To be translated],Found 2 times across documents,,,french
sucre,[To be translated],Found 2 times across documents,,,french
typiques,[To be translated],Found 2 times across documents,,,french
yellowstone,[To be translated],Found 2 times across documents,,,french
vallée,[To be translated],Found 2 times across documents,,,french
californie,[To be translated],Found 2 times across documents,,,french
arizona,[To be translated],Found 2 times across documents,,,french
largeur,[To be translated],Found 2 times across documents,,,french
everglades,[To be translated],Found 2 times across documents,,,french
mangroves,[To be translated],Found 2 times across documents,,,french
écosystèmes,[To be translated],Found 2 times across documents,,,french
marais,[To be translated],Found 2 times across documents,,,french
tropicales,[To be translated],Found 2 times across documents,,,french
humides,[To be translated],Found 2 times across documents,,,french
mammoth,[To be translated],Found 2 times across documents,,,french
cave,[To be translated],Found 2 times across documents,,,french
trouvés,[To be translated],Found 2 times across documents,,,french
great,[To be translated],Found 2 times across documents,,,french
destination,[To be translated],Found 2 times across documents,,,french
denali,[To be translated],Found 2 times across documents,,,french
sommet,[To be translated],Found 2 times across documents,,,french
tenter,[To be translated],Found 2 times across documents,,,french
ascension,[To be translated],Found 2 times across documents,,,french
hawaï,[To be translated],Found 2 times across documents,,,french
volcans,[To be translated],Found 2 times across documents,,,french
spectacle,[To be translated],Found 2 times across documents,,,french
visiteurs,[To be translated],Found 2 times across documents,,,french
géologique,[To be translated],Found 2 times across documents,,,french
olympic,[To be translated],Found 2 times across documents,,,french
sauvage,[To be translated],Found 2 times across documents,,,french
utah,[To be translated],Found 2 times across documents,,,french
merveille,[To be translated],Found 2 times across documents,,,french
volume,[To be translated],Found 2 times across documents,,,french
hauteur,[To be translated],Found 2 times across documents,,,french
réunions,[To be translated],Found 2 times across documents,,,french
scolaire,[To be translated],Found 2 times across documents,,,french
relatifs,[To be translated],Found 2 times across documents,,,french
sportifs,[To be translated],Found 2 times across documents,,,french
gadgets,[To be translated],Found 2 times across documents,,,french
informatiques,[To be translated],Found 2 times across documents,,,french
genres,[To be translated],Found 2 times across documents,,,french
musicaux,[To be translated],Found 2 times across documents,,,french
instruments,[To be translated],Found 2 times across documents,,,french
quotidiennes,[To be translated],Found 2 times across documents,,,french
inviter,[To be translated],Found 2 times across documents,,,french
coutumes,[To be translated],Found 2 times across documents,,,french
durabilité,[To be translated],Found 2 times across documents,,,french
menus,[To be translated],Found 2 times across documents,,,french
ingénuité,[To be translated],Found 2 times across documents,,,french
similaire,[To be translated],Found 2 times across documents,,,french
playing,[To be translated],Found 2 times across documents,,,french
dumb,[To be translated],Found 2 times across documents,,,french
innocent,[To be translated],Found 2 times across documents,,,french
her,[To be translated],Found 2 times across documents,,,french
gamme,[To be translated],Found 2 times across documents,,,french
scale,[To be translated],Found 2 times across documents,,,french
learned,[To be translated],Found 2 times across documents,,,french
sing,[To be translated],Found 2 times across documents,,,french
tune,[To be translated],Found 2 times across documents,,,french
rabbit,[To be translated],Found 2 times across documents,,,french
prêt,[To be translated],Found 2 times across documents,,,french
loan,[To be translated],Found 2 times across documents,,,french
cat,[To be translated],Found 2 times across documents,,,french
hillbilly,[To be translated],Found 2 times across documents,,,french
their,[To be translated],Found 2 times across documents,,,french
propriétaire,[To be translated],Found 2 times across documents,,,french
attentivement,[To be translated],Found 2 times across documents,,,french
réserve,[To be translated],Found 2 times across documents,,,french
résignation,[To be translated],Found 2 times across documents,,,french
pire,[To be translated],Found 2 times across documents,,,french
accepte,[To be translated],Found 2 times across documents,,,french
étendu,[To be translated],Found 2 times across documents,,,french
comptes,[To be translated],Found 2 times across documents,,,french
évaluation,[To be translated],Found 2 times across documents,,,french
servent,[To be translated],Found 2 times across documents,,,french
informelles,[To be translated],Found 2 times across documents,,,french
remplacent,[To be translated],Found 2 times across documents,,,french
répétition,[To be translated],Found 2 times across documents,,,french
camus,[To be translated],Found 2 times across documents,,,french
dernières,[To be translated],Found 2 times across documents,,,french
ordinateurs,[To be translated],Found 2 times across documents,,,french
magasin,[To be translated],Found 2 times across documents,,,french
lucas,[To be translated],Found 2 times across documents,,,french
choisis,[To be translated],Found 2 times across documents,,,french
chaussures,[To be translated],Found 2 times across documents,,,french
conseillé,[To be translated],Found 2 times across documents,,,french
styles,[To be translated],Found 2 times across documents,,,french
dors,[To be translated],Found 2 times across documents,,,french
céline,[To be translated],Found 2 times across documents,,,french
tedxtours,[To be translated],Found 2 times across documents,,,french
tedxbulle,[To be translated],Found 2 times across documents,,,french
philippe,[To be translated],Found 2 times across documents,,,french
fouloscopie,[To be translated],Found 2 times across documents,,,french
psychologie,[To be translated],Found 2 times across documents,,,french
biology,[To be translated],Found 2 times across documents,,,french
renvoie,[To be translated],Found 2 times across documents,,,french
animale,[To be translated],Found 2 times across documents,,,french
griffonner,[To be translated],Found 2 times across documents,,,french
aussitôt,[To be translated],Found 2 times across documents,,,french
sitôt,[To be translated],Found 2 times across documents,,,french
immédiatement,[To be translated],Found 2 times across documents,,,french
immediately,[To be translated],Found 2 times across documents,,,french
away,[To be translated],Found 2 times across documents,,,french
citare,[To be translated],Found 2 times across documents,,,french
call,[To be translated],Found 2 times across documents,,,french
over,[To be translated],Found 2 times across documents,,,french
evolved,[To be translated],Found 2 times across documents,,,french
referencing,[To be translated],Found 2 times across documents,,,french
while,[To be translated],Found 2 times across documents,,,french
quick,[To be translated],Found 2 times across documents,,,french
remuer,[To be translated],Found 2 times across documents,,,french
contemplation,[To be translated],Found 2 times across documents,,,french
égare,[To be translated],Found 2 times across documents,,,french
imaginations,[To be translated],Found 2 times across documents,,,french
tranquillité,[To be translated],Found 2 times across documents,,,french
inspiration,[To be translated],Found 2 times across documents,,,french
divagation,[To be translated],Found 2 times across documents,,,french
rêveries,[To be translated],Found 2 times across documents,,,french
poétiques,[To be translated],Found 2 times across documents,,,french
rêver,[To be translated],Found 2 times across documents,,,french
resver,[To be translated],Found 2 times across documents,,,french
divaguer,[To be translated],Found 2 times across documents,,,french
songerie,[To be translated],Found 2 times across documents,,,french
directions,[To be translated],Found 2 times across documents,,,french
xiiie,[To be translated],Found 2 times across documents,,,french
marquer,[To be translated],Found 2 times across documents,,,french
provide,[To be translated],Found 2 times across documents,,,french
sentir,[To be translated],Found 2 times across documents,,,french
bio,[To be translated],Found 2 times across documents,,,french
respirer,[To be translated],Found 2 times across documents,,,french
letra,[To be translated],Found 2 times across documents,,,french
adverbes,[To be translated],Found 2 times across documents,,,french
écoutent,[To be translated],Found 2 times across documents,,,french
citron,[To be translated],Found 2 times across documents,,,french
acide,[To be translated],Found 2 times across documents,,,french
aspiré,[To be translated],Found 2 times across documents,,,french
héro,[To be translated],Found 2 times across documents,,,french
faute,[To be translated],Found 2 times across documents,,,french
minutes,[To be translated],Found 2 times across documents,,,french
suggestions,[To be translated],Found 2 times across documents,,,french
poésie,[To be translated],Found 2 times across documents,,,french
idéale,[To be translated],Found 2 times across documents,,,french
fables,[To be translated],Found 2 times across documents,,,french
fontaine,[To be translated],Found 2 times across documents,,,french
extraits,[To be translated],Found 2 times across documents,,,french
classiques,[To be translated],Found 2 times across documents,,,french
magazines,[To be translated],Found 2 times across documents,,,french
romans,[To be translated],Found 2 times across documents,,,french
albert,[To be translated],Found 2 times across documents,,,french
sélectionner,[To be translated],Found 2 times across documents,,,french
maritime,[To be translated],Found 2 times across documents,,,french
sable,[To be translated],Found 2 times across documents,,,french
fiasco,[To be translated],Found 2 times across documents,,,french
appliquer,[To be translated],Found 2 times across documents,,,french
incapable,[To be translated],Found 2 times across documents,,,french
médiéval,[To be translated],Found 2 times across documents,,,french
move,[To be translated],Found 2 times across documents,,,french
stir,[To be translated],Found 2 times across documents,,,french
faste,[To be translated],Found 2 times across documents,,,french
splendeur,[To be translated],Found 2 times across documents,,,french
préparation,[To be translated],Found 2 times across documents,,,french
décorum,[To be translated],Found 2 times across documents,,,french
conservent,[To be translated],Found 2 times across documents,,,french
officiel,[To be translated],Found 2 times across documents,,,french
pull,[To be translated],Found 2 times across documents,,,french
couloir,[To be translated],Found 2 times across documents,,,french
thread,[To be translated],Found 2 times across documents,,,french
somewhere,[To be translated],Found 2 times across documents,,,french
translittération,[To be translated],Found 2 times across documents,,,french
excellent,[To be translated],Found 2 times across documents,,,french
tumultueuses,[To be translated],Found 2 times across documents,,,french
thunder,[To be translated],Found 2 times across documents,,,french
tombe,[To be translated],Found 2 times across documents,,,french
mnémonique,[To be translated],Found 2 times across documents,,,french
text,[To be translated],Found 2 times across documents,,,french
free,[To be translated],Found 2 times across documents,,,french
online,[To be translated],Found 2 times across documents,,,french
froid,[To be translated],Found 2 times across documents,,,french
dorment,[To be translated],Found 2 times across documents,,,french
apparue,[To be translated],Found 2 times across documents,,,french
restée,[To be translated],Found 2 times across documents,,,french
brûlant,[To be translated],Found 2 times across documents,,,french
tarte,[To be translated],Found 2 times across documents,,,french
délicieuse,[To be translated],Found 2 times across documents,,,french
jouaient,[To be translated],Found 2 times across documents,,,french
pâtes,[To be translated],Found 2 times across documents,,,french
clément,[To be translated],Found 2 times across documents,,,french
achètent,[To be translated],Found 2 times across documents,,,french
inquiétait,[To be translated],Found 2 times across documents,,,french
précédent,[To be translated],Found 2 times across documents,,,french
éteint,[To be translated],Found 2 times across documents,,,french
battait,[To be translated],Found 2 times across documents,,,french
rire,[To be translated],Found 2 times across documents,,,french
éclos,[To be translated],Found 2 times across documents,,,french
fâchée,[To be translated],Found 2 times across documents,,,french
arrêté,[To be translated],Found 2 times across documents,,,french
guérir,[To be translated],Found 2 times across documents,,,french
expliqué,[To be translated],Found 2 times across documents,,,french
frigo,[To be translated],Found 2 times across documents,,,french
vogue,[To be translated],Found 2 times across documents,,,french
glacée,[To be translated],Found 2 times across documents,,,french
subtiles,[To be translated],Found 2 times across documents,,,french
indirectes,[To be translated],Found 2 times across documents,,,french
arriveras,[To be translated],Found 2 times across documents,,,french
contient,[To be translated],Found 2 times across documents,,,french
indirecte,[To be translated],Found 2 times across documents,,,french
message,[To be translated],Found 2 times across documents,,,french
sub,[To be translated],Found 2 times across documents,,,french
soutient,[To be translated],Found 2 times across documents,,,french
toit,[To be translated],Found 2 times across documents,,,french
formalité,[To be translated],Found 2 times across documents,,,french
conscient,[To be translated],Found 2 times across documents,,,french
standard,[To be translated],Found 2 times across documents,,,french
accessible,[To be translated],Found 2 times across documents,,,french
formelles,[To be translated],Found 2 times across documents,,,french
employer,[To be translated],Found 2 times across documents,,,french
forvo,[To be translated],Found 2 times across documents,,,french
api,[To be translated],Found 2 times across documents,,,french
alphabet,[To be translated],Found 2 times across documents,,,french
imitez,[To be translated],Found 2 times across documents,,,french
figaro,[To be translated],Found 2 times across documents,,,french
obs,[To be translated],Found 2 times across documents,,,french
ressource,[To be translated],Found 2 times across documents,,,french
dictée,[To be translated],Found 2 times across documents,,,french
entraînez,[To be translated],Found 2 times across documents,,,french
speechling,[To be translated],Found 2 times across documents,,,french
rosetta,[To be translated],Found 2 times across documents,,,french
requires,[To be translated],Found 2 times across documents,,,french
pratiquez,[To be translated],Found 2 times across documents,,,french
finale,[To be translated],Found 2 times across documents,,,french
muette,[To be translated],Found 2 times across documents,,,french
destinés,[To be translated],Found 2 times across documents,,,french
coffee,[To be translated],Found 2 times across documents,,,french
break,[To be translated],Found 2 times across documents,,,french
révélant,[To be translated],Found 2 times across documents,,,french
énonciation,[To be translated],Found 2 times across documents,,,french
édith,[To be translated],Found 2 times across documents,,,french
piaf,[To be translated],Found 2 times across documents,,,french
répertoire,[To be translated],Found 2 times across documents,,,french
diction,[To be translated],Found 2 times across documents,,,french
familiariser,[To be translated],Found 2 times across documents,,,french
parfaite,[To be translated],Found 2 times across documents,,,french
ballade,[To be translated],Found 2 times across documents,,,french
garou,[To be translated],Found 2 times across documents,,,french
dame,[To be translated],Found 2 times across documents,,,french
trouvez,[To be translated],Found 2 times across documents,,,french
chantant,[To be translated],Found 2 times across documents,,,french
chaînes,[To be translated],Found 2 times across documents,,,french
rôde,[To be translated],Found 2 times across documents,,,french
erre,[To be translated],Found 2 times across documents,,,french
rivières,[To be translated],Found 2 times across documents,,,french
roulent,[To be translated],Found 2 times across documents,,,french
wanders,[To be translated],Found 2 times across documents,,,french
fresh,[To be translated],Found 2 times across documents,,,french
marron,[To be translated],Found 2 times across documents,,,french
grenouille,[To be translated],Found 2 times across documents,,,french
randonnées,[To be translated],Found 2 times across documents,,,french
tab,[To be translated],Found 2 times across documents,,,french
should,[To be translated],Found 2 times across documents,,,french
concevoir,[To be translated],Found 2 times across documents,,,french
imaginer,[To be translated],Found 2 times across documents,,,french
vagabonder,[To be translated],Found 2 times across documents,,,french
exploration,[To be translated],Found 2 times across documents,,,french
panneaux,[To be translated],Found 2 times across documents,,,french
languette,[To be translated],Found 2 times across documents,,,french
échapper,[To be translated],Found 2 times across documents,,,french
tchèque,[To be translated],Found 2 times across documents,,,french
hiérarchie,[To be translated],Found 2 times across documents,,,french
dieu,[To be translated],Found 2 times across documents,,,french
lips,[To be translated],Found 2 times across documents,,,french
closed,[To be translated],Found 2 times across documents,,,french
fermé,[To be translated],Found 2 times across documents,,,french
michel,[To be translated],Found 2 times across documents,,,french
sensibilité,[To be translated],Found 2 times across documents,,,french
cueille,[To be translated],Found 2 times across documents,,,french
village,[To be translated],Found 2 times across documents,,,french
